Action,Campaign,Ad Group,Keyword,Match Type,Reason
Remove,DST - Bulk/Party,Anniversary Event,home catering services Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,affordable catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,affordable catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,catering for birthday party Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,catering for birthday party Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,housewarming catering Chennai,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,housewarming catering Chennai,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,housewarming catering Chennai,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,birthday catering near me Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday catering near me Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,food for birthday party Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,food for birthday party Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday party food order Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party food order Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday catering home delivery Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday catering home delivery Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday party catering services Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party catering services Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,corporate party food Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,corporate party food Bangalore,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,corporate party food Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,snacks for office event Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,snacks for office event Bangalore,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,snacks for office event Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,office food order Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office food order Bangalore,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office food order Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,office event catering Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office event catering Bangalore,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office event catering Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,birthday lunch catering Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday lunch catering Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,griha pravesh catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,griha pravesh catering Bangalore,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,griha pravesh catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Birthday Event,housewarming party catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,housewarming party catering Bangalore,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,housewarming party catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Birthday Event,new home celebration food Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,new home celebration food Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,house warming function catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,house warming function catering Bangalore,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,house warming function catering Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Birthday Event,food for anniversary party Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Home Party,food for anniversary party Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Birthday Event,anniversary dinner catering Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Home Party,anniversary dinner catering Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Birthday Event,anniversary celebration food Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Home Party,anniversary celebration food Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Birthday Event,housewarming food order Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,housewarming food order Bangalore,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,housewarming food order Bangalore,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Birthday Event,best homemade food home delivery near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,best homemade food home delivery near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home cooked food for party Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for party Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,homemade food delivery for party Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade food delivery for party Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home style food for get together Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home style food for get together Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home food order for birthday Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,home food order for birthday Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,homemade party food near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade party food near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home cooked food for function Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for function Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,catering near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,catering near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home catering near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home catering near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,veg caterers near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,veg caterers near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,catering for party Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,catering for party Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,small party caterers Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,small party caterers Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,function catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,function catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,birthday catering near me Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday catering near me Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,food for birthday party Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,food for birthday party Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday dinner catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday dinner catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday party food order Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party food order Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday lunch catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday lunch catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday catering home delivery Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday catering home delivery Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday party catering services Hyderabad,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party catering services Hyderabad,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,office party catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office party catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office party catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,corporate party food Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,corporate party food Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,corporate party food Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,snacks for office event Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,snacks for office event Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,snacks for office event Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,office lunch catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office lunch catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office lunch catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,office food order Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office food order Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office food order Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,office event catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,office event catering Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,office event catering Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,bulk food order for office Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,bulk food order for office Hyderabad,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,bulk food order for office Hyderabad,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,anniversary party catering Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Home Party,anniversary party catering Bangalore,BROAD,Duplicate across ad groups — keep only in Anniversary Event
Remove,DST - Bulk/Party,Birthday Event,home style food delivery for function,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home style food delivery for function,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,bulk food order for office Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Anniversary Event,bulk food order for office Bangalore,PHRASE,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Home Party,bulk food order for office Bangalore,BROAD,Duplicate across ad groups — keep only in Office Party
Remove,DST - Bulk/Party,Birthday Event,best homemade food home delivery near me Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,best homemade food home delivery near me Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,homemade food delivery for party Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade food delivery for party Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home style food for get together Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home style food for get together Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home food order for birthday Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,home food order for birthday Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,homemade party food near me Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade party food near me Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home cooked food for party Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for party Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home cooked food for function Bangalo,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for function Bangalo,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,homemade food delivery for party,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade food delivery for party,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,birthday party home food Chennai,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party home food Chennai,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,housewarming food order Chennai,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,housewarming food order Chennai,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,housewarming food order Chennai,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,birthday dinner catering Bangalore,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday dinner catering Bangalore,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,home cooked food for get together,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for get together,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,homemade party food near me,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,homemade party food near me,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home food order for birthday,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,home food order for birthday,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday party food order Chennai,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday party food order Chennai,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday catering home delivery,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday catering home delivery,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Birthday Event,housewarming party catering near me,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Anniversary Event,housewarming party catering near me,PHRASE,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Home Party,housewarming party catering near me,BROAD,Duplicate across ad groups — keep only in House Warming
Remove,DST - Bulk/Party,Birthday Event,new home celebration food order,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,new home celebration food order,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home cooked food for function Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home cooked food for function Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home catering near me Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home catering near me Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,veg caterers near me Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,veg caterers near me Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,home catering services Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,home catering services Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Birthday Event,catering for party Bangalore,BROAD,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,catering for party Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
Remove,DST - Bulk/Party,Anniversary Event,birthday lunch catering Chennai,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday lunch catering Chennai,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,birthday dinner food order,PHRASE,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Home Party,birthday dinner food order,BROAD,Duplicate across ad groups — keep only in Birthday Event
Remove,DST - Bulk/Party,Anniversary Event,catering service Bangalore,PHRASE,Duplicate across ad groups — keep only in Home Party
